"","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",1,0.962941935097288,-0.347215722982459,-0.347215722982459,0.210133677853263,0.171065484037623,0.171065484037623,0.0806764951158314,-0.041460951730513,-0.0123806836501887,0.398028599008249,0.770670697587944,0.240820734434467
"2",2,0.888648334407552,-0.399876286108333,-0.399876286108333,0.226144867715474,0.188107185987623,0.188107185987623,-0.0309573604757487,0.0190761039483724,-0.007743288215625,0.490001601715019,0.410568810200016,0.406984635848773
"3",3,0.95710298628178,-0.372323638454714,-0.372323638454714,0.223791894945592,0.171696008995111,0.171696008995111,0.103003805232336,-0.0293182022684719,-0.02866763644067,0.475384049890987,0.321428565807872,0.248006907273706
"4",4,1.00353952916166,-0.222379972014313,-0.222379972014313,0.258730544473538,0.158525222228117,0.158525222228117,0.0691595651582091,-0.0052408352585637,-0.000866329750922476,0.476784496942272,0.345586194162997,0.311686921524456
"5",5,0.996363551230053,-0.255623305961074,-0.255623305961074,0.310796968035221,0.201296762664771,0.201296762664771,0.0693004434081749,-0.0193492855700133,-0.0194246224910971,0.486440689658547,0.430435901725321,0.357859979490017
"6",6,0.979916172717525,-0.327547300657816,-0.327547300657816,0.309444930548065,0.202989587985425,0.202989587985425,-0.0506039534477022,0.0101320629135386,-0.00881170021187194,0.592129352309138,0.525777925989033,0.397346952033257
"7",7,0.908788687760417,-0.228059991820695,-0.228059991820695,0.229819918067394,0.113980154191064,0.113980154191064,-0.114586175367947,0.0324478559844669,0.0234060600657062,0.55566034566766,0.328889310039106,0.317415475316865
"8",8,0.940320875685976,-0.278742426824657,-0.278742426824657,0.269421193506077,0.229895073125096,0.229895073125096,0.227287981474272,-0.0586336703780272,-0.0702777340204078,0.552547101974589,0.71646959048271,0.649821108899145
"9",9,0.970954030086097,-0.0209356355106505,-0.0209356355106505,0.208381255281051,0.115646948818212,0.115646948818212,-0.140564908848342,0.0149356898656633,0.0262729609744898,0.572969047373923,0.460663684104356,0.419486313343282
"10",10,0.992579551496011,-0.0369962858370645,-0.0369962858370645,0.27296594463006,0.170247536095494,0.170247536095494,0.104186436201142,-0.00953582886803856,0.000723025549767287,0.603832149257101,0.799046330500612,0.331200962987762
"11",11,0.964142631467014,-0.331999987080787,-0.331999987080787,0.24736204490188,0.153508298164424,0.153508298164424,-0.0561219669798322,0.0079672933754485,-0.00997038623119647,0.435943108453139,0.551618224875655,0.150038216650645
"12",12,0.998389077854567,-0.245597535933083,-0.245597535933083,0.23147297891799,0.152829978210679,0.152829978210679,-0.0675002597771935,0.0149931818603155,0.00153555737222055,0.413887582465301,0.367201157923315,0.317108225852408
"13",13,0.931175603139205,-0.344458693495199,-0.344458693495199,0.229079832836813,0.188464410320158,0.188464410320158,-0.114086646859688,0.0352883336794815,0.013431180009233,0.401341517000617,0.458586756532074,0.383835416910699
"14",14,0.819330508718171,-0.305949177272569,-0.305949177272569,0.225223590026241,0.22005946621719,0.22005946621719,0.112477918911863,-0.0221955074349537,-0.0577451707537138,0.476913123325202,1.1323112796775,0.759903395049659
"15",15,0.983793953613281,-0.302600128919759,-0.302600128919759,0.316991131073141,0.170144920637889,0.170144920637889,0.121708317158854,-0.0362919205909147,0.00214008021862142,0.510902508118404,0.514728959640143,0.25525118045483
"16",16,0.916036803155637,-0.0609810824570987,-0.0609810824570987,0.196730946346913,0.142044744772808,0.142044744772808,0.10263546669136,0.0116150023535999,-0.0416590948035846,0.430060334760097,0.318642044650071,0.309646449891285
"17",17,0.934191623665365,-0.268743470243354,-0.268743470243354,0.305342936071811,0.168058609619284,0.168058609619284,-0.00283639389453125,0.00880133264500326,-0.0133837750335449,0.440095901609323,0.390094456551499,0.37289386204226
"18",18,0.957903418265086,-0.300823343770205,-0.300823343770205,0.201793545593241,0.134028484907028,0.134028484907028,-0.020001472873688,0.00980916234172953,0.00192121905792026,0.355384803203149,0.379183636046563,0.276286584258869
"19",19,0.914985303847656,-0.375512369074371,-0.375512369074371,0.283777756582193,0.201118660523313,0.201118660523313,0.0686141804520312,-0.0271686011450391,-0.0383132787675664,0.518261944318132,0.635374452168848,0.433072597121913
"20",20,0.880031612996323,-0.467049824960172,-0.467049824960172,0.287839878447646,0.197200856007239,0.197200856007239,0.0965282706310049,-0.0452900463158854,-0.012229143274663,0.443458558472386,0.687361517567959,0.575541558125506
"21",21,0.885616975332447,-0.417162219434674,-0.417162219434674,0.247296446874065,0.188965303734106,0.188965303734106,0.0931138493709109,-0.0366987852490858,-0.040630256875,0.40931573546898,0.412988990373428,0.51143180107023
"22",22,0.958729109505208,-0.32344706244109,-0.32344706244109,0.352685997219573,0.214144656509402,0.214144656509402,0.167752684782757,-0.0483635683343601,-0.0312454789041443,0.609965246972274,0.392870386699777,0.410004935127337
"23",23,0.926516825321691,-0.204152640686068,-0.204152640686068,0.245985279458826,0.175303776825867,0.175303776825867,0.127339505680884,-0.0168068511272365,-0.0526188996441942,0.392983603759342,0.542709659046739,0.471027517018874
"24",24,0.97512026979608,-0.223370834605151,-0.223370834605151,0.213386021992035,0.14825563807211,0.14825563807211,0.119627441872113,-0.014264289788223,-0.0272209411785858,0.369679194448213,0.33230557981753,0.353432007880855
"25",25,0.991872871754808,-0.204476784545385,-0.204476784545385,0.174485850232752,0.130398787238202,0.130398787238202,0.0858980194822692,-0.0158466448487764,0.0058819984968512,0.446671315104531,0.435543768629918,0.213208360293401
"26",26,1.00096509833807,-0.233586558894075,-0.233586558894075,0.270525287857623,0.161409728968057,0.161409728968057,0.00297007638579546,0.00387346435761364,-0.00627898058804088,0.393323371623625,0.305847028312446,0.336731132419668
"27",27,0.947137929748775,-0.21248506218511,-0.21248506218511,0.229575650289904,0.15311331276507,0.15311331276507,-0.068439899939185,0.034523197957091,0.0238100485789982,0.38271118061806,0.317429538420345,0.404096391352728
"28",28,0.936820420481005,-0.320416285860769,-0.320416285860769,0.246812056983024,0.144462353378541,0.144462353378541,-0.104875886137384,0.0431467744525888,0.0076958431196538,0.420715642304322,0.400600870663003,0.394729068133135
"29",29,0.990389250589923,-0.215496329494786,-0.215496329494786,0.296809987672386,0.14933574950877,0.14933574950877,0.124663075774083,-0.0352114136439254,-0.000398766146795281,0.590447809205065,0.80282633204084,0.304906157230273
"30",30,0.9934423609375,-0.212603276313526,-0.212603276313526,0.210748566765783,0.144250961818697,0.144250961818697,0.0248711141269712,-0.00163497020100565,-0.00215225612540865,0.442469036206698,0.703187821950686,0.383947525358467
